,# assembly_accession,taxid,species_taxid,organism_name,infraspecific_name,assembly_level,genome_rep,ftp_path,sp,testID
61535,GCF_001668675.1,1790,1790,Mycobacterium asiaticum,strain=1081914.2,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/668/675/GCF_001668675.1_ASM166867v1,Mycobacterium_asiaticum,ntm469
61537,GCF_001668705.1,56689,56689,Mycolicibacterium mucogenicum,strain=1127319.6,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/668/705/GCF_001668705.1_ASM166870v1,Mycolicibacterium_mucogenicum,ntm470
61569,GCF_001669345.1,1790,1790,Mycobacterium asiaticum,strain=1276495.2,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/669/345/GCF_001669345.1_ASM166934v1,Mycobacterium_asiaticum,ntm471
61637,GCF_001672575.1,1783,1783,Mycobacterium scrofulaceum,strain=E2838,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/575/GCF_001672575.1_ASM167257v1,Mycobacterium_scrofulaceum,ntm472
61644,GCF_001672735.1,875328,875328,Mycolicibacter sinensis,strain=E1876,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/735/GCF_001672735.1_ASM167273v1,Mycolicibacter_sinensis,ntm473
61646,GCF_001672755.1,339268,339268,Mycobacterium colombiense,strain=E1334,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/755/GCF_001672755.1_ASM167275v1,Mycobacterium_colombiense,ntm474
61647,GCF_001672775.1,487514,487514,Mycobacterium kyorinense,strain=E861,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/775/GCF_001672775.1_ASM167277v1,Mycobacterium_kyorinense,ntm475
61649,GCF_001672835.1,1766,1766,Mycolicibacterium fortuitum,strain=E2981,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/835/GCF_001672835.1_ASM167283v1,Mycolicibacterium_fortuitum,ntm476
61650,GCF_001672845.1,1766,1766,Mycolicibacterium fortuitum,strain=E3337,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/845/GCF_001672845.1_ASM167284v1,Mycolicibacterium_fortuitum,ntm477
61651,GCF_001672855.1,1766,1766,Mycolicibacterium fortuitum,strain=E2378,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/855/GCF_001672855.1_ASM167285v1,Mycolicibacterium_fortuitum,ntm478
61654,GCF_001672925.1,1790,1790,Mycobacterium asiaticum,strain=1137369.8,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/925/GCF_001672925.1_ASM167292v1,Mycobacterium_asiaticum,ntm479
61655,GCF_001672935.1,324058,324058,Mycobacterium alsense,strain=1137317.9,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/672/935/GCF_001672935.1_ASM167293v1,Mycobacterium_alsense,ntm480
61658,GCF_001673005.1,339268,339268,Mycobacterium colombiense,strain=1211504.4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/005/GCF_001673005.1_ASM167300v1,Mycobacterium_colombiense,ntm481
61659,GCF_001673015.1,339268,339268,Mycobacterium colombiense,strain=1245759.5,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/015/GCF_001673015.1_ASM167301v1,Mycobacterium_colombiense,ntm482
61661,GCF_001673075.1,339268,339268,Mycobacterium colombiense,strain=1245829.5,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/075/GCF_001673075.1_ASM167307v1,Mycobacterium_colombiense,ntm483
61662,GCF_001673085.1,339268,339268,Mycobacterium colombiense,strain=1165916.7,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/085/GCF_001673085.1_ASM167308v1,Mycobacterium_colombiense,ntm484
61665,GCF_001673165.1,1790,1790,Mycobacterium asiaticum,strain=1337463.1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/165/GCF_001673165.1_ASM167316v1,Mycobacterium_asiaticum,ntm485
61666,GCF_001673175.1,339268,339268,Mycobacterium colombiense,strain=1164983.0,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/175/GCF_001673175.1_ASM167317v1,Mycobacterium_colombiense,ntm486
61667,GCF_001673195.1,339268,339268,Mycobacterium colombiense,strain=1245197.5,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/195/GCF_001673195.1_ASM167319v1,Mycobacterium_colombiense,ntm487
61668,GCF_001673235.1,701042,701042,Mycobacterium marseillense,strain=1165549.7,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/235/GCF_001673235.1_ASM167323v1,Mycobacterium_marseillense,ntm488
61669,GCF_001673255.1,1778,1778,Mycobacterium gordonae,strain=1245695.6,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/255/GCF_001673255.1_ASM167325v1,Mycobacterium_gordonae,ntm489
61670,GCF_001673265.1,451644,451644,Mycolicibacterium conceptionense,strain=1165613.5,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/265/GCF_001673265.1_ASM167326v1,Mycolicibacterium_conceptionense,ntm490
61671,GCF_001673275.1,1766,1766,Mycolicibacterium fortuitum,strain=1089381.4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/275/GCF_001673275.1_ASM167327v1,Mycolicibacterium_fortuitum,ntm491
61672,GCF_001673315.1,1790,1790,Mycobacterium asiaticum,strain=1245139.5,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/315/GCF_001673315.1_ASM167331v1,Mycobacterium_asiaticum,ntm492
61673,GCF_001673325.1,1766,1766,Mycolicibacterium fortuitum,strain=1165541.1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/325/GCF_001673325.1_ASM167332v1,Mycolicibacterium_fortuitum,ntm493
61674,GCF_001673345.1,1790,1790,Mycobacterium asiaticum,strain=1245335.1,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/345/GCF_001673345.1_ASM167334v1,Mycobacterium_asiaticum,ntm494
61675,GCF_001673365.1,1790,1790,Mycobacterium asiaticum,strain=1165133.8,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/365/GCF_001673365.1_ASM167336v1,Mycobacterium_asiaticum,ntm495
61679,GCF_001673455.1,120959,120959,Mycobacterium kubicae,strain=1146974.2,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/455/GCF_001673455.1_ASM167345v1,Mycobacterium_kubicae,ntm496
61680,GCF_001673475.1,1778,1778,Mycobacterium gordonae,strain=1275229.4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/475/GCF_001673475.1_ASM167347v1,Mycobacterium_gordonae,ntm497
61681,GCF_001673485.1,1766,1766,Mycolicibacterium fortuitum,strain=1242461.0,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/485/GCF_001673485.1_ASM167348v1,Mycolicibacterium_fortuitum,ntm498
61682,GCF_001673505.1,339268,339268,Mycobacterium colombiense,strain=1137323.0,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/505/GCF_001673505.1_ASM167350v1,Mycobacterium_colombiense,ntm499
61685,GCF_001673565.1,875328,875328,Mycolicibacter sinensis,strain=1274684.2,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/565/GCF_001673565.1_ASM167356v1,Mycolicibacter_sinensis,ntm500
61687,GCF_001673635.1,1790,1790,Mycobacterium asiaticum,strain=1275241.6,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/673/635/GCF_001673635.1_ASM167363v1,Mycobacterium_asiaticum,ntm501
61759,GCF_001675225.1,1778,1778,Mycobacterium gordonae,strain=1245752.6,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/675/225/GCF_001675225.1_ASM167522v1,Mycobacterium_gordonae,ntm502
61830,GCF_001677095.1,36809,36809,Mycobacteroides abscessus,strain=FLAC006,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/095/GCF_001677095.1_ASM167709v1,Mycobacteroides_abscessus,ntm503
61832,GCF_001677135.1,83262,83262,Mycobacteroides immunogenum,strain=FLAC016,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/135/GCF_001677135.1_ASM167713v1,Mycobacteroides_immunogenum,ntm504
61833,GCF_001677155.1,36809,36809,Mycobacteroides abscessus,strain=FLAC028,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/155/GCF_001677155.1_ASM167715v1,Mycobacteroides_abscessus,ntm505
61834,GCF_001677175.1,36809,36809,Mycobacteroides abscessus,strain=FLAC030,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/175/GCF_001677175.1_ASM167717v1,Mycobacteroides_abscessus,ntm506
61835,GCF_001677195.1,36809,36809,Mycobacteroides abscessus,strain=FLAC046,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/195/GCF_001677195.1_ASM167719v1,Mycobacteroides_abscessus,ntm507
61836,GCF_001677215.1,36809,36809,Mycobacteroides abscessus,strain=FLAC055,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/677/215/GCF_001677215.1_ASM167721v1,Mycobacteroides_abscessus,ntm508
61963,GCF_001679965.1,354243,354243,Mycolicibacter kumamotonensis,strain=Roo,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/965/GCF_001679965.1_ASM167996v1,Mycolicibacter_kumamotonensis,ntm509
62104,GCF_001683455.1,1764,1764,Mycobacterium avium,strain=RCAD0278,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/683/455/GCF_001683455.1_ASM168345v1,Mycobacterium_avium,ntm510
62228,GCF_001686645.1,1203599,1767,Mycobacterium intracellulare subsp. yongonense,strain=E3170,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/645/GCF_001686645.1_ASM168664v1,Mycobacterium_yongonense,ntm511
62229,GCF_001686655.1,1203599,1767,Mycobacterium intracellulare subsp. yongonense,strain=1099801.4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/655/GCF_001686655.1_ASM168665v1,Mycobacterium_yongonense,ntm512
62230,GCF_001686665.1,1780,1780,Mycobacterium malmoense,strain=E614,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/665/GCF_001686665.1_ASM168666v1,Mycobacterium_malmoense,ntm513
62231,GCF_001686725.1,1780,1780,Mycobacterium malmoense,strain=E826,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/725/GCF_001686725.1_ASM168672v1,Mycobacterium_malmoense,ntm514
62232,GCF_001686735.1,1780,1780,Mycobacterium malmoense,strain=E1298,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/735/GCF_001686735.1_ASM168673v1,Mycobacterium_malmoense,ntm515
62233,GCF_001686745.1,1780,1780,Mycobacterium malmoense,strain=E3012,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/745/GCF_001686745.1_ASM168674v1,Mycobacterium_malmoense,ntm516
62234,GCF_001686825.1,1780,1780,Mycobacterium malmoense,strain=E896,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/686/825/GCF_001686825.1_ASM168682v1,Mycobacterium_malmoense,ntm517
63632,GCF_001722325.1,243061,243061,Mycobacterium sherrisii,strain=BC1_M4,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/325/GCF_001722325.1_ASM172232v1,Mycobacterium_sherrisii,ntm518
63633,GCF_001722335.1,1776,1776,Mycolicibacterium flavescens,strain=M6,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/335/GCF_001722335.1_ASM172233v1,Mycolicibacterium_flavescens,ntm519
63634,GCF_001722345.1,28445,28445,Mycobacterium intermedium,strain=HMC2_M5,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/345/GCF_001722345.1_ASM172234v1,Mycobacterium_intermedium,ntm520
63635,GCF_001722355.1,152142,152142,Mycolicibacterium holsaticum,strain=M7,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/355/GCF_001722355.1_ASM172235v1,Mycolicibacterium_holsaticum,ntm521
63636,GCF_001722405.1,1778,1778,Mycobacterium gordonae,strain=HMC_M15,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/405/GCF_001722405.1_ASM172240v1,Mycobacterium_gordonae,ntm522
63637,GCF_001722445.1,29313,29313,Mycobacterium shimoidei,strain=HMC_M2,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/722/445/GCF_001722445.1_ASM172244v1,Mycobacterium_shimoidei,ntm523
64351,GCF_001750065.2,222805,1767,Mycobacterium intracellulare subsp. chimaera,strain=AH16,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/065/GCF_001750065.2_ASM175006v2,Mycobacterium_chimaera,ntm524
65073,GCF_001766635.1,1552759,1552759,Mycobacterium grossiae,strain=GK,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/766/635/GCF_001766635.1_ASM176663v1,Mycobacterium_grossiae,ntm525
65104,GCF_001792615.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=CIP 108541,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/615/GCF_001792615.1_ASM179261v1,Mycobacteroides_bolletii,ntm526
65105,GCF_001792625.1,1962118,36809,Mycobacteroides abscessus subsp. massiliense,strain=CIP 108297,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/625/GCF_001792625.1_ASM179262v1,Mycobacteroides_massiliense,ntm527
65106,GCF_001792635.1,36809,36809,Mycobacteroides abscessus,strain=23,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/635/GCF_001792635.1_ASM179263v1,Mycobacteroides_abscessus,ntm528
65107,GCF_001792645.1,319705,36809,Mycobacteroides abscessus subsp. bolletii,strain=137,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/792/645/GCF_001792645.1_ASM179264v1,Mycobacteroides_bolletii,ntm529
66781,GCF_001853525.1,1908205,1908205,Mycobacterium syngnathidarum,strain=24999,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/525/GCF_001853525.1_ASM185352v1,Mycobacterium_syngnathidarum,ntm530
66782,GCF_001853535.1,1774,1774,Mycobacteroides chelonae,strain=24998,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/535/GCF_001853535.1_ASM185353v1,Mycobacteroides_chelonae,ntm531
66783,GCF_001853545.1,1774,1774,Mycobacteroides chelonae,strain=42895,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/545/GCF_001853545.1_ASM185354v1,Mycobacteroides_chelonae,ntm532
66784,GCF_001853585.1,1774,1774,Mycobacteroides chelonae,strain=1557,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/585/GCF_001853585.1_ASM185358v1,Mycobacteroides_chelonae,ntm533
66785,GCF_001853605.1,1774,1774,Mycobacteroides chelonae,strain=35599,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/605/GCF_001853605.1_ASM185360v1,Mycobacteroides_chelonae,ntm534
66786,GCF_001853615.1,1774,1774,Mycobacteroides chelonae,strain=35600,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/615/GCF_001853615.1_ASM185361v1,Mycobacteroides_chelonae,ntm535
66787,GCF_001853625.1,1578165,1578165,Mycobacteroides saopaulense,strain=8489,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/625/GCF_001853625.1_ASM185362v1,Mycobacteroides_saopaulense,ntm536
66788,GCF_001853665.1,1774,1774,Mycobacteroides chelonae,strain=B20_S13,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/665/GCF_001853665.1_ASM185366v1,Mycobacteroides_chelonae,ntm537
66789,GCF_001853685.1,1774,1774,Mycobacteroides chelonae,strain=B3_S15,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/685/GCF_001853685.1_ASM185368v1,Mycobacteroides_chelonae,ntm538
66790,GCF_001853695.1,1774,1774,Mycobacteroides chelonae,strain=203,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/695/GCF_001853695.1_ASM185369v1,Mycobacteroides_chelonae,ntm539
66791,GCF_001853715.1,1774,1774,Mycobacteroides chelonae,strain=29192,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/715/GCF_001853715.1_ASM185371v1,Mycobacteroides_chelonae,ntm540
66792,GCF_001853745.1,1774,1774,Mycobacteroides chelonae,strain=29191,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/745/GCF_001853745.1_ASM185374v1,Mycobacteroides_chelonae,ntm541
66793,GCF_001853765.1,1578165,1578165,Mycobacteroides saopaulense,strain=8528,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/765/GCF_001853765.1_ASM185376v1,Mycobacteroides_saopaulense,ntm542
66794,GCF_001853775.1,1774,1774,Mycobacteroides chelonae,strain=B17_S14,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/775/GCF_001853775.1_ASM185377v1,Mycobacteroides_chelonae,ntm543
66795,GCF_001853795.1,948102,948102,Mycobacteroides franklinii,strain=1559,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/795/GCF_001853795.1_ASM185379v1,Mycobacteroides_franklinii,ntm544
66796,GCF_001853805.1,1774,1774,Mycobacteroides chelonae,strain=1558,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/805/GCF_001853805.1_ASM185380v1,Mycobacteroides_chelonae,ntm545
66797,GCF_001853845.1,1774,1774,Mycobacteroides chelonae,strain=15510,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/845/GCF_001853845.1_ASM185384v1,Mycobacteroides_chelonae,ntm546
66798,GCF_001853865.1,1774,1774,Mycobacteroides chelonae,strain=15511,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/865/GCF_001853865.1_ASM185386v1,Mycobacteroides_chelonae,ntm547
66799,GCF_001853885.1,1774,1774,Mycobacteroides chelonae,strain=15513,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/885/GCF_001853885.1_ASM185388v1,Mycobacteroides_chelonae,ntm548
66800,GCF_001853895.1,1774,1774,Mycobacteroides chelonae,strain=15519,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/895/GCF_001853895.1_ASM185389v1,Mycobacteroides_chelonae,ntm549
66801,GCF_001853925.1,1774,1774,Mycobacteroides chelonae,strain=15512,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/925/GCF_001853925.1_ASM185392v1,Mycobacteroides_chelonae,ntm550
66802,GCF_001853945.1,1774,1774,Mycobacteroides chelonae,strain=15515,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/945/GCF_001853945.1_ASM185394v1,Mycobacteroides_chelonae,ntm551
66803,GCF_001853965.1,1774,1774,Mycobacteroides chelonae,strain=15514,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/965/GCF_001853965.1_ASM185396v1,Mycobacteroides_chelonae,ntm552
66804,GCF_001853985.1,1774,1774,Mycobacteroides chelonae,strain=15517,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/985/GCF_001853985.1_ASM185398v1,Mycobacteroides_chelonae,ntm553
66805,GCF_001853995.1,1774,1774,Mycobacteroides chelonae,strain=15518,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/853/995/GCF_001853995.1_ASM185399v1,Mycobacteroides_chelonae,ntm554
66806,GCF_001854015.1,1774,1774,Mycobacteroides chelonae,strain=15520,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/015/GCF_001854015.1_ASM185401v1,Mycobacteroides_chelonae,ntm555
66827,GCF_001854525.1,1858794,1858794,Mycobacterium talmoniae,strain=MO-5499,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/854/525/GCF_001854525.1_ASM185452v1,Mycobacterium_talmoniae,ntm556
67259,GCF_001865165.1,280871,280871,Mycolicibacterium llatzerense,strain=EDP_4,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/165/GCF_001865165.1_ASM186516v1,Mycolicibacterium_llatzerense,ntm557
67278,GCF_001865635.4,439334,1764,Mycobacterium avium subsp. hominissuis,strain=OCU464,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/635/GCF_001865635.4_ASM186563v4,Mycobacterium_hominissuis,ntm558
67514,GCF_001870585.1,1809,1809,Mycobacterium ulcerans,strain=S4018,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/585/GCF_001870585.1_ASM187058v1,Mycobacterium_ulcerans,ntm559
67524,GCF_001870845.1,1780,1780,Mycobacterium malmoense,strain=CTRI-256,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/870/845/GCF_001870845.1_ASM187084v1,Mycobacterium_malmoense,ntm560
67838,GCF_001881585.2,110505,110505,Mycobacterium heckeshornense,strain=CTRI-134,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/881/585/GCF_001881585.2_ASM188158v2,Mycobacterium_heckeshornense,ntm561
68563,GCF_001901205.1,222805,1767,Mycobacterium intracellulare subsp. chimaera,strain=Fl-0169,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/205/GCF_001901205.1_ASM190120v1,Mycobacterium_chimaera,ntm562
68846,GCF_001907655.1,1801,1801,Mycolicibacterium diernhoferi,strain=Bard,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/907/655/GCF_001907655.1_ASM190765v1,Mycolicibacterium_diernhoferi,ntm563
68847,GCF_001907675.1,53378,53378,Mycobacterium paraffinicum,strain=M11,Scaffold,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/907/675/GCF_001907675.1_ASM190767v1,Mycobacterium_paraffinicum,ntm564
69851,GCF_001936215.1,439334,1764,Mycobacterium avium subsp. hominissuis,strain=H87,Complete Genome,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/215/GCF_001936215.1_ASM193621v1,Mycobacterium_hominissuis,ntm565
69928,GCF_001938095.1,222805,1767,Mycobacterium intracellulare subsp. chimaera,strain=JCM_14737,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/938/095/GCF_001938095.1_ASM193809v1,Mycobacterium_chimaera,ntm566
70092,GCF_001942505.1,561007,36809,Mycobacteroides abscessus ATCC 19977,strain=ATCC 19977,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/505/GCF_001942505.1_ASM194250v1,Mycobacteroides_abscessus,ntm567
70093,GCF_001942545.1,1774,1774,Mycobacteroides chelonae,strain=ATCC 35752,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/545/GCF_001942545.1_ASM194254v1,Mycobacteroides_chelonae,ntm568
70094,GCF_001942555.1,1774,1774,Mycobacteroides chelonae,strain=ATCC 19237,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/555/GCF_001942555.1_ASM194255v1,Mycobacteroides_chelonae,ntm569
70095,GCF_001942565.1,1185650,36809,Mycobacteroides abscessus subsp. abscessus,strain=06_0524,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/565/GCF_001942565.1_ASM194256v1,Mycobacteroides_abscessus,ntm570
70096,GCF_001942575.1,1774,1774,Mycobacteroides chelonae,strain=37256,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/575/GCF_001942575.1_ASM194257v1,Mycobacteroides_chelonae,ntm571
70097,GCF_001942625.1,1908205,1908205,Mycobacterium syngnathidarum,strain=27335,Contig,Full,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/625/GCF_001942625.1_ASM194262v1,Mycobacterium_syngnathidarum,ntm572
